epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,934.52,1.35996,1.21939,1.45936,0.64434,0.73256,0.68733,0.37272,1.63384,1.23963,1.88333,0.001109,0.001109,0.001109
182,939.645,1.27851,1.17903,1.38702,0.66796,0.76744,0.73208,0.3927,1.64551,1.13844,1.87413,0.00110405,0.00110405,0.00110405
183,944.741,1.27783,1.16321,1.3902,0.70181,0.73837,0.75395,0.41662,1.60344,1.11349,1.86804,0.0010991,0.0010991,0.0010991
184,949.683,1.25513,1.08737,1.37121,0.68948,0.76163,0.73771,0.4101,1.62187,1.16065,1.89326,0.00109415,0.00109415,0.00109415
185,954.688,1.32698,1.13669,1.43189,0.66186,0.73256,0.72594,0.39793,1.6997,1.14712,1.95326,0.0010892,0.0010892,0.0010892
186,960.001,1.30979,1.13096,1.4377,0.64853,0.78488,0.72582,0.40065,1.65499,1.16362,1.91215,0.00108425,0.00108425,0.00108425
187,965.236,1.31212,1.13094,1.43435,0.63697,0.76508,0.70636,0.39009,1.66207,1.15513,1.95782,0.0010793,0.0010793,0.0010793
188,970.287,1.25754,1.12012,1.37741,0.64895,0.78488,0.75879,0.41283,1.62321,1.09934,1.89935,0.00107435,0.00107435,0.00107435
189,975.678,1.28601,1.12912,1.3968,0.66007,0.7907,0.72194,0.40488,1.65658,1.09604,1.95989,0.0010694,0.0010694,0.0010694
190,980.891,1.27522,1.13675,1.39417,0.69059,0.72674,0.73464,0.39432,1.59316,1.13225,1.86154,0.00106445,0.00106445,0.00106445
191,985.946,1.27374,1.11664,1.40118,0.68033,0.76744,0.75704,0.41306,1.56148,1.09994,1.85501,0.0010595,0.0010595,0.0010595
192,990.957,1.27914,1.0973,1.41481,0.71424,0.76163,0.74285,0.41225,1.57217,1.07843,1.86663,0.00105455,0.00105455,0.00105455
193,996.145,1.27875,1.13412,1.40802,0.65627,0.73837,0.72266,0.3933,1.63072,1.13008,1.9131,0.0010496,0.0010496,0.0010496
194,1001.1,1.27228,1.12907,1.40992,0.65856,0.80739,0.75259,0.39428,1.66394,1.13322,1.94457,0.00104465,0.00104465,0.00104465
195,1006.23,1.3103,1.11275,1.42116,0.65849,0.8314,0.74254,0.38361,1.65698,1.10078,1.90848,0.0010397,0.0010397,0.0010397
196,1011.51,1.25758,1.07055,1.3691,0.6577,0.80814,0.7238,0.38014,1.69561,1.14729,1.97375,0.00103475,0.00103475,0.00103475
197,1016.62,1.32356,1.1033,1.41577,0.68337,0.76543,0.75339,0.37577,1.74365,1.09226,1.99071,0.0010298,0.0010298,0.0010298
198,1021.77,1.29907,1.12706,1.39352,0.69428,0.81977,0.75543,0.3912,1.6605,1.08807,1.89932,0.00102485,0.00102485,0.00102485
199,1027.07,1.24762,1.10457,1.36207,0.71006,0.74419,0.74075,0.40308,1.60035,1.1021,1.84948,0.0010199,0.0010199,0.0010199
200,1032.1,1.23885,1.10491,1.37895,0.72473,0.75,0.74608,0.39615,1.62788,1.11039,1.90447,0.00101495,0.00101495,0.00101495
201,1037.09,1.25637,1.0771,1.37469,0.70836,0.77667,0.74846,0.40729,1.61169,1.07865,1.8933,0.00101,0.00101,0.00101
202,1042.33,1.22639,1.05021,1.34791,0.66504,0.7907,0.7418,0.38835,1.68077,1.0963,1.99447,0.00100505,0.00100505,0.00100505
203,1047.51,1.28165,1.08477,1.3758,0.71494,0.77283,0.75344,0.40786,1.6177,1.11448,1.91084,0.0010001,0.0010001,0.0010001
204,1052.54,1.25468,1.08755,1.37892,0.7218,0.77907,0.75645,0.41698,1.57639,1.0916,1.8896,0.00099515,0.00099515,0.00099515
205,1057.78,1.2436,1.08471,1.37702,0.70185,0.79651,0.72835,0.40349,1.54646,1.07946,1.86786,0.0009902,0.0009902,0.0009902
206,1062.94,1.23822,1.06832,1.36393,0.69225,0.837,0.72254,0.40034,1.55917,1.12479,1.87434,0.00098525,0.00098525,0.00098525
207,1067.87,1.23477,1.04414,1.3547,0.70923,0.78488,0.74948,0.41638,1.59579,1.04993,1.9214,0.0009803,0.0009803,0.0009803
208,1072.96,1.24692,1.05683,1.36309,0.69862,0.78488,0.75538,0.41682,1.57033,1.10878,1.88216,0.00097535,0.00097535,0.00097535
209,1078.13,1.23415,1.09057,1.35631,0.6867,0.80814,0.74501,0.41579,1.53762,1.08793,1.82715,0.0009704,0.0009704,0.0009704
210,1083.22,1.2312,1.107,1.3747,0.68974,0.81395,0.74164,0.40937,1.5506,1.10305,1.84312,0.00096545,0.00096545,0.00096545
211,1088.37,1.22971,1.07729,1.37179,0.6611,0.81395,0.76049,0.42146,1.53928,1.05955,1.83695,0.0009605,0.0009605,0.0009605
212,1093.81,1.22579,1.05859,1.37831,0.66073,0.80814,0.75536,0.42375,1.57741,1.08389,1.83453,0.00095555,0.00095555,0.00095555
213,1098.85,1.21992,1.06318,1.35845,0.72511,0.77907,0.75161,0.42032,1.61379,1.04445,1.92043,0.0009506,0.0009506,0.0009506
214,1103.75,1.22197,1.04455,1.34509,0.73159,0.77326,0.72909,0.41659,1.57595,1.11442,1.88812,0.00094565,0.00094565,0.00094565
215,1108.97,1.24252,1.08986,1.37338,0.71126,0.83065,0.75143,0.41449,1.5762,1.07158,1.86911,0.0009407,0.0009407,0.0009407
216,1114.11,1.19898,1.06605,1.36255,0.69942,0.78467,0.72322,0.41595,1.56975,1.07741,1.89405,0.00093575,0.00093575,0.00093575
217,1119.09,1.20062,1.04875,1.33417,0.69677,0.74419,0.71558,0.41004,1.56492,1.12371,1.86813,0.0009308,0.0009308,0.0009308
218,1124.29,1.24265,1.03881,1.36947,0.67102,0.81977,0.74596,0.41694,1.57106,1.10109,1.85019,0.00092585,0.00092585,0.00092585
219,1129.43,1.19749,1.04251,1.33253,0.66517,0.82558,0.73873,0.40659,1.53728,1.09788,1.82797,0.0009209,0.0009209,0.0009209
220,1134.31,1.19703,1.00124,1.32774,0.66409,0.81609,0.72791,0.41026,1.55382,1.09966,1.85856,0.00091595,0.00091595,0.00091595
221,1139.36,1.19849,1.00933,1.33872,0.66224,0.81395,0.72242,0.41986,1.55546,1.06978,1.85784,0.000911,0.000911,0.000911
222,1144.44,1.23731,1.08448,1.35229,0.65024,0.82558,0.74318,0.41907,1.57387,1.08469,1.89099,0.00090605,0.00090605,0.00090605
223,1149.53,1.19729,1.06573,1.32854,0.67096,0.81395,0.72607,0.40276,1.5364,1.11287,1.81799,0.0009011,0.0009011,0.0009011
224,1154.58,1.19535,1.01597,1.34449,0.69815,0.75306,0.71735,0.40922,1.56183,1.0908,1.85249,0.00089615,0.00089615,0.00089615
225,1159.75,1.20913,1.02612,1.34443,0.67239,0.82558,0.72557,0.40652,1.57025,1.07084,1.86953,0.0008912,0.0008912,0.0008912
226,1164.81,1.19598,1.02964,1.3388,0.65267,0.83031,0.72125,0.40329,1.58046,1.07059,1.90566,0.00088625,0.00088625,0.00088625
227,1169.93,1.2262,1.03441,1.35425,0.65269,0.84302,0.7204,0.3965,1.60526,1.10767,1.93636,0.0008813,0.0008813,0.0008813
228,1175.2,1.18344,1.0287,1.31868,0.6805,0.83721,0.73958,0.39536,1.62415,1.09605,1.95549,0.00087635,0.00087635,0.00087635
229,1180.28,1.19401,1.00232,1.30119,0.68875,0.81395,0.73918,0.39082,1.59728,1.05745,1.95201,0.0008714,0.0008714,0.0008714
230,1185.14,1.22195,1.02719,1.32765,0.67505,0.81395,0.70836,0.39984,1.59728,1.05622,1.99114,0.00086645,0.00086645,0.00086645
231,1190.31,1.17887,1.01762,1.32144,0.67508,0.80933,0.71138,0.39859,1.59232,1.09963,1.9552,0.0008615,0.0008615,0.0008615
232,1195.5,1.13611,1.02622,1.29362,0.6967,0.81395,0.71088,0.40495,1.58414,1.07029,1.999,0.00085655,0.00085655,0.00085655
233,1200.52,1.16436,1.00715,1.32608,0.6649,0.81395,0.69676,0.40277,1.59718,1.11371,2.03242,0.0008516,0.0008516,0.0008516
234,1205.85,1.1559,0.98185,1.30821,0.68415,0.80233,0.72513,0.41497,1.56674,1.11437,1.95563,0.00084665,0.00084665,0.00084665
235,1211.07,1.1579,0.98006,1.30759,0.66246,0.82155,0.73494,0.41941,1.58444,1.08303,1.98448,0.0008417,0.0008417,0.0008417
236,1216.07,1.15727,0.99879,1.31525,0.67553,0.81101,0.73949,0.41626,1.6011,1.06506,1.96465,0.00083675,0.00083675,0.00083675
237,1221.09,1.15785,1.0264,1.30441,0.70717,0.73256,0.73997,0.41724,1.59283,1.06735,1.91048,0.0008318,0.0008318,0.0008318
238,1226.24,1.17726,1.00889,1.31451,0.70989,0.72674,0.72614,0.41804,1.58619,1.0556,1.92279,0.00082685,0.00082685,0.00082685
239,1231.22,1.16939,0.99544,1.31213,0.68397,0.8314,0.7424,0.41576,1.59195,1.07354,1.92446,0.0008219,0.0008219,0.0008219
240,1236.28,1.17526,0.99119,1.32434,0.68078,0.82558,0.72801,0.41707,1.569,1.0589,1.93031,0.00081695,0.00081695,0.00081695
241,1241.44,1.16767,0.98462,1.31151,0.70176,0.81977,0.74199,0.41821,1.56276,1.0352,1.8915,0.000812,0.000812,0.000812
242,1246.45,1.15241,0.96972,1.3143,0.70997,0.76744,0.73376,0.42609,1.54431,1.05303,1.90295,0.00080705,0.00080705,0.00080705
243,1251.55,1.18212,1.01373,1.32471,0.66261,0.79651,0.73906,0.43057,1.54384,1.0428,1.91499,0.0008021,0.0008021,0.0008021
244,1256.78,1.19874,1.04662,1.33465,0.68132,0.79553,0.73715,0.41909,1.58391,1.03691,1.92049,0.00079715,0.00079715,0.00079715
245,1261.86,1.18615,1.01972,1.33591,0.67491,0.82076,0.74088,0.40973,1.55825,1.09433,1.89899,0.0007922,0.0007922,0.0007922
246,1266.89,1.16419,1.02103,1.32304,0.67819,0.79642,0.72344,0.40182,1.59367,1.1065,1.90125,0.00078725,0.00078725,0.00078725
247,1272.23,1.15969,1.01331,1.31216,0.69252,0.79651,0.73985,0.4222,1.56676,1.06408,1.91292,0.0007823,0.0007823,0.0007823
248,1277.37,1.19366,1.02231,1.32458,0.70046,0.78856,0.71971,0.40226,1.6336,1.06795,2.00933,0.00077735,0.00077735,0.00077735
249,1282.51,1.16472,1.00765,1.31559,0.68545,0.79817,0.72867,0.41634,1.59453,1.02217,1.99316,0.0007724,0.0007724,0.0007724
250,1287.71,1.14569,0.94946,1.30718,0.71526,0.78865,0.75449,0.42758,1.55687,1.01531,1.95514,0.00076745,0.00076745,0.00076745
251,1292.79,1.1584,1.00014,1.31755,0.69362,0.80289,0.73471,0.41464,1.5917,1.04333,1.98592,0.0007625,0.0007625,0.0007625
252,1297.81,1.13038,0.98304,1.28873,0.70191,0.80814,0.72447,0.41044,1.57591,1.09803,1.95695,0.00075755,0.00075755,0.00075755
253,1302.94,1.1653,1.00065,1.32371,0.70553,0.77907,0.7116,0.41462,1.58359,1.05838,1.97206,0.0007526,0.0007526,0.0007526
254,1308.08,1.14552,0.98699,1.30787,0.69354,0.75581,0.71072,0.42342,1.58106,1.05557,1.96336,0.00074765,0.00074765,0.00074765
255,1313.25,1.11266,0.96203,1.27517,0.67798,0.80233,0.7125,0.40794,1.57773,1.08778,1.97175,0.0007427,0.0007427,0.0007427
256,1318.36,1.17019,1.01802,1.33085,0.71932,0.76744,0.70953,0.41496,1.52654,1.02862,1.96464,0.00073775,0.00073775,0.00073775
257,1323.56,1.15848,0.9629,1.32071,0.70185,0.76163,0.7065,0.42058,1.52446,1.06648,1.94851,0.0007328,0.0007328,0.0007328
258,1328.58,1.13274,0.97086,1.30295,0.70352,0.80233,0.71234,0.41768,1.56654,1.01543,1.96348,0.00072785,0.00072785,0.00072785
259,1333.66,1.1508,0.99176,1.30618,0.69442,0.84559,0.72595,0.43071,1.54671,0.98944,1.92723,0.0007229,0.0007229,0.0007229
260,1338.86,1.19368,1.01734,1.32656,0.66922,0.81163,0.73014,0.44101,1.56298,1.05548,1.91549,0.00071795,0.00071795,0.00071795
261,1343.85,1.16513,1.03436,1.31825,0.70423,0.81395,0.71613,0.42274,1.58529,1.08507,1.96253,0.000713,0.000713,0.000713
262,1348.83,1.10722,0.98163,1.27305,0.69642,0.80233,0.74828,0.45022,1.53074,1.04218,1.89276,0.00070805,0.00070805,0.00070805
263,1354.13,1.12927,0.98864,1.3042,0.70358,0.80814,0.74147,0.44211,1.52281,1.06197,1.92363,0.0007031,0.0007031,0.0007031
264,1359.14,1.09231,0.95827,1.26875,0.67243,0.83542,0.73973,0.44895,1.55046,1.05594,1.94244,0.00069815,0.00069815,0.00069815
265,1364.07,1.09697,0.93892,1.27504,0.68428,0.79387,0.69484,0.4301,1.56148,1.07604,1.98534,0.0006932,0.0006932,0.0006932
266,1369.37,1.11092,0.9511,1.26895,0.70231,0.80233,0.759,0.43633,1.53436,1.04466,1.93034,0.00068825,0.00068825,0.00068825
267,1374.33,1.07601,0.93591,1.25619,0.71744,0.82558,0.7616,0.44348,1.53309,1.04211,1.91186,0.0006833,0.0006833,0.0006833
268,1379.34,1.10977,0.92854,1.28185,0.6935,0.84192,0.74265,0.44271,1.55127,0.97498,1.98239,0.00067835,0.00067835,0.00067835
269,1384.54,1.08304,0.92068,1.26625,0.69515,0.8314,0.73138,0.42996,1.56989,0.99241,1.9732,0.0006734,0.0006734,0.0006734
270,1389.68,1.10325,0.94905,1.27337,0.68727,0.83721,0.73042,0.42776,1.53711,1.00519,1.93358,0.00066845,0.00066845,0.00066845
271,1394.69,1.1171,0.95605,1.29745,0.68286,0.84302,0.71155,0.42546,1.51717,1.02736,1.90562,0.0006635,0.0006635,0.0006635
272,1399.8,1.09195,0.92503,1.26945,0.67273,0.84854,0.72785,0.42799,1.51898,0.9975,1.90618,0.00065855,0.00065855,0.00065855
273,1404.96,1.09937,0.94447,1.28747,0.68685,0.8314,0.71614,0.42461,1.53188,1.03976,1.94423,0.0006536,0.0006536,0.0006536
274,1410.05,1.15528,0.98802,1.30275,0.66406,0.81395,0.72252,0.42903,1.55932,1.00509,1.9913,0.00064865,0.00064865,0.00064865
275,1415.15,1.09685,0.96012,1.26626,0.67281,0.82491,0.7258,0.43352,1.52339,1.00894,1.90507,0.0006437,0.0006437,0.0006437
276,1420.34,1.13323,0.96477,1.29591,0.65085,0.86047,0.72523,0.4273,1.52107,1.03869,1.8995,0.00063875,0.00063875,0.00063875
277,1425.36,1.15529,0.99707,1.30677,0.6531,0.83186,0.70947,0.42857,1.54116,1.00944,1.94563,0.0006338,0.0006338,0.0006338
278,1430.42,1.09227,0.96672,1.2722,0.68472,0.84598,0.75681,0.44388,1.53989,0.99885,1.9355,0.00062885,0.00062885,0.00062885
279,1435.47,1.12259,0.95398,1.27516,0.68634,0.85238,0.7657,0.45472,1.55065,1.0068,1.92343,0.0006239,0.0006239,0.0006239
280,1440.53,1.08045,0.93812,1.25894,0.70618,0.82558,0.75058,0.45375,1.54384,1.02047,1.94016,0.00061895,0.00061895,0.00061895
281,1445.51,1.11545,0.93903,1.28533,0.6697,0.81977,0.73876,0.44845,1.50175,1.04627,1.90146,0.000614,0.000614,0.000614
282,1450.84,1.0888,0.89,1.27491,0.68235,0.8314,0.72354,0.44134,1.50374,1.02579,1.89309,0.00060905,0.00060905,0.00060905
283,1455.86,1.08028,0.92215,1.26293,0.67872,0.83721,0.71373,0.44477,1.51716,0.98882,1.94537,0.0006041,0.0006041,0.0006041
284,1460.87,1.10342,0.92678,1.26986,0.68363,0.84174,0.73918,0.45233,1.5391,0.98908,1.93456,0.00059915,0.00059915,0.00059915
285,1466.14,1.05815,0.93934,1.24774,0.66327,0.83599,0.72994,0.43061,1.52412,0.97864,1.97269,0.0005942,0.0005942,0.0005942
286,1471.31,1.07433,0.89872,1.25051,0.69948,0.80814,0.72915,0.42921,1.4964,1.00686,1.92629,0.00058925,0.00058925,0.00058925
287,1476.34,1.08243,0.91444,1.25627,0.68003,0.79651,0.71321,0.43119,1.51359,1.00936,1.95153,0.0005843,0.0005843,0.0005843
288,1481.54,1.09046,0.9247,1.26147,0.67315,0.81977,0.70866,0.43015,1.49722,0.99532,1.93003,0.00057935,0.00057935,0.00057935
289,1486.75,1.03369,0.88441,1.23843,0.71203,0.7907,0.72244,0.43292,1.52646,0.99806,1.97771,0.0005744,0.0005744,0.0005744
290,1491.71,1.05764,0.90686,1.25102,0.68593,0.81395,0.71953,0.42588,1.51592,0.99155,1.94115,0.00056945,0.00056945,0.00056945
291,1496.84,1.0498,0.91317,1.24158,0.69865,0.7907,0.71234,0.43211,1.49416,0.98256,1.94632,0.0005645,0.0005645,0.0005645
292,1502.02,1.03957,0.922,1.23848,0.65992,0.82558,0.71958,0.43863,1.4845,0.9775,1.94679,0.00055955,0.00055955,0.00055955
293,1507.02,1.06506,0.90181,1.23793,0.66199,0.84884,0.72453,0.44082,1.52864,0.99576,1.96869,0.0005546,0.0005546,0.0005546
294,1512.15,1.05475,0.8889,1.26208,0.68861,0.82558,0.70794,0.4309,1.54535,0.98731,1.99607,0.00054965,0.00054965,0.00054965
295,1517.36,1.09703,0.92208,1.26484,0.68441,0.81977,0.732,0.44708,1.53032,1.00739,1.97294,0.0005447,0.0005447,0.0005447
296,1522.32,1.05234,0.89765,1.23918,0.69292,0.81395,0.71711,0.44432,1.48844,1.01415,1.94345,0.00053975,0.00053975,0.00053975
297,1527.38,1.05205,0.91756,1.2448,0.66185,0.83721,0.73093,0.4501,1.45607,0.98585,1.89752,0.0005348,0.0005348,0.0005348
298,1532.63,1.05365,0.89369,1.24898,0.67196,0.83721,0.74064,0.45474,1.4695,1.01141,1.91523,0.00052985,0.00052985,0.00052985
299,1537.63,1.07354,0.93148,1.25366,0.67855,0.83721,0.72244,0.44341,1.48331,1.0542,1.95373,0.0005249,0.0005249,0.0005249
300,1542.77,1.06905,0.9411,1.25426,0.69423,0.80521,0.72619,0.43921,1.47132,1.01771,1.93233,0.00051995,0.00051995,0.00051995
301,1547.95,1.04165,0.92441,1.23965,0.68558,0.82403,0.72765,0.44056,1.45623,1.02807,1.8948,0.000515,0.000515,0.000515
302,1552.9,1.07295,0.88702,1.25483,0.70533,0.79651,0.72399,0.4427,1.47609,0.97704,1.88263,0.00051005,0.00051005,0.00051005
303,1557.75,1.0363,0.8945,1.23228,0.68913,0.83775,0.74127,0.4574,1.48292,0.98129,1.91435,0.0005051,0.0005051,0.0005051
304,1562.94,1.02812,0.89991,1.2272,0.69831,0.83435,0.73408,0.44953,1.48374,0.99899,1.92454,0.00050015,0.00050015,0.00050015
305,1568.07,1.04914,0.90148,1.25276,0.6694,0.82558,0.72372,0.44804,1.49814,1.01061,1.95412,0.0004952,0.0004952,0.0004952
306,1573.07,1.04638,0.89029,1.23656,0.67148,0.83721,0.73586,0.4438,1.50352,1.0422,1.95787,0.00049025,0.00049025,0.00049025
307,1578.3,1.04819,0.90682,1.24155,0.66874,0.8314,0.7233,0.44436,1.50714,1.0454,1.96962,0.0004853,0.0004853,0.0004853
308,1583.33,1.00959,0.89797,1.20942,0.67104,0.81833,0.69601,0.43525,1.51198,1.02482,1.99518,0.00048035,0.00048035,0.00048035
309,1588.41,1.06325,0.90656,1.24998,0.67699,0.82558,0.70159,0.44172,1.4886,1.0129,1.95048,0.0004754,0.0004754,0.0004754
310,1593.67,1.00681,0.89396,1.22729,0.69336,0.81505,0.70381,0.43785,1.52177,0.98624,2.01382,0.00047045,0.00047045,0.00047045
311,1598.79,1.04231,0.90045,1.245,0.68923,0.81977,0.71269,0.44339,1.52995,1.00267,1.99345,0.0004655,0.0004655,0.0004655
312,1603.63,1.02392,0.87815,1.23316,0.69848,0.77326,0.6867,0.4412,1.50194,1.00744,1.97834,0.00046055,0.00046055,0.00046055
313,1608.68,1.0414,0.90154,1.23945,0.68344,0.80814,0.71441,0.44622,1.50664,0.97426,1.9541,0.0004556,0.0004556,0.0004556
314,1613.9,1.0233,0.88979,1.23335,0.71053,0.8314,0.73413,0.44682,1.48526,1.00833,1.92736,0.00045065,0.00045065,0.00045065
315,1618.89,1.01651,0.88846,1.21796,0.72515,0.82834,0.7357,0.44908,1.47773,0.97008,1.94259,0.0004457,0.0004457,0.0004457
316,1623.94,1.00688,0.86081,1.2214,0.70209,0.80842,0.72939,0.44549,1.50623,0.9914,1.98616,0.00044075,0.00044075,0.00044075
317,1629.13,1.02968,0.90831,1.23185,0.69081,0.80814,0.72417,0.44061,1.49714,0.99803,1.985,0.0004358,0.0004358,0.0004358
318,1634.17,0.99803,0.88882,1.20821,0.70901,0.78488,0.73629,0.45975,1.51023,0.96456,1.98108,0.00043085,0.00043085,0.00043085
319,1639.24,1.04568,0.87901,1.25504,0.7124,0.82089,0.74246,0.44882,1.48043,0.96233,1.95799,0.0004259,0.0004259,0.0004259
320,1644.41,1.01396,0.86096,1.20816,0.68238,0.82558,0.73497,0.46061,1.48404,0.94864,1.97445,0.00042095,0.00042095,0.00042095
321,1649.57,1.01006,0.89026,1.21454,0.6912,0.81977,0.72514,0.45048,1.47644,0.9806,1.96377,0.000416,0.000416,0.000416
322,1654.5,1.01293,0.89989,1.22424,0.69275,0.81274,0.71572,0.45711,1.43976,0.98117,1.91506,0.00041105,0.00041105,0.00041105
323,1659.58,1.00908,0.88568,1.21878,0.70686,0.81977,0.72796,0.45436,1.46015,0.94502,1.9618,0.0004061,0.0004061,0.0004061
324,1664.78,1.03884,0.85305,1.22552,0.71729,0.81131,0.74214,0.4486,1.45639,0.96483,1.9419,0.00040115,0.00040115,0.00040115
325,1669.74,1.00598,0.84171,1.21863,0.71313,0.80936,0.73237,0.45945,1.45169,0.98186,1.9462,0.0003962,0.0003962,0.0003962
326,1674.8,1.01209,0.90796,1.21707,0.71038,0.81395,0.75811,0.47095,1.44399,0.97731,1.94487,0.00039125,0.00039125,0.00039125
327,1679.93,1.00754,0.87015,1.2155,0.70389,0.8314,0.75884,0.46675,1.43416,0.97322,1.92896,0.0003863,0.0003863,0.0003863
328,1684.65,0.99042,0.87097,1.20037,0.68306,0.81395,0.73658,0.4616,1.45102,1.00397,1.94937,0.00038135,0.00038135,0.00038135
329,1689.61,1.00775,0.89873,1.23109,0.69529,0.82253,0.73614,0.45775,1.45445,0.98323,1.95985,0.0003764,0.0003764,0.0003764
330,1694.8,1.01245,0.86999,1.21616,0.70719,0.81977,0.73494,0.45492,1.47319,0.9852,1.97635,0.00037145,0.00037145,0.00037145
331,1699.88,1.00356,0.87374,1.20793,0.71612,0.81977,0.73652,0.45127,1.46413,0.97354,1.99408,0.0003665,0.0003665,0.0003665
332,1704.97,1.00138,0.84684,1.20972,0.71451,0.82941,0.74544,0.45499,1.46305,0.96199,1.95271,0.00036155,0.00036155,0.00036155
333,1710.22,0.98931,0.84451,1.19578,0.71297,0.82558,0.73274,0.44186,1.46867,0.98141,1.9762,0.0003566,0.0003566,0.0003566
334,1715.19,0.96684,0.81183,1.17863,0.7066,0.8121,0.72272,0.44715,1.4744,0.97959,1.97928,0.00035165,0.00035165,0.00035165
335,1720.21,0.97497,0.83905,1.19283,0.70434,0.81395,0.70492,0.43508,1.45959,0.98383,1.9991,0.0003467,0.0003467,0.0003467
336,1725.41,0.98122,0.84144,1.20138,0.69955,0.82558,0.72163,0.44238,1.46446,1.00637,1.99365,0.00034175,0.00034175,0.00034175
337,1730.52,0.98893,0.87944,1.20061,0.69462,0.82558,0.73742,0.45302,1.45731,0.9849,1.96835,0.0003368,0.0003368,0.0003368
338,1735.53,0.97315,0.84026,1.19018,0.70631,0.80814,0.7349,0.45439,1.44099,0.97916,1.94556,0.00033185,0.00033185,0.00033185
339,1740.63,0.95518,0.83403,1.18463,0.6978,0.80548,0.73698,0.45859,1.44138,0.9792,1.9411,0.0003269,0.0003269,0.0003269
340,1745.79,0.95941,0.82091,1.1791,0.69584,0.80814,0.73058,0.45408,1.44401,0.96366,1.945,0.00032195,0.00032195,0.00032195
341,1750.75,0.986,0.83824,1.2,0.69091,0.81873,0.7411,0.45915,1.46394,0.95052,1.98578,0.000317,0.000317,0.000317
342,1755.86,0.99567,0.84635,1.20713,0.68953,0.80814,0.73033,0.45997,1.44635,0.99431,1.95988,0.00031205,0.00031205,0.00031205
343,1761.04,0.98914,0.8403,1.19787,0.70142,0.80814,0.72894,0.45701,1.47251,0.99235,1.9832,0.0003071,0.0003071,0.0003071
344,1766.03,0.96903,0.81848,1.19949,0.71011,0.78488,0.72373,0.45443,1.46406,1.00913,1.97439,0.00030215,0.00030215,0.00030215
345,1771.1,0.95222,0.84529,1.16799,0.67685,0.82809,0.71321,0.45645,1.4661,1.00426,1.98359,0.0002972,0.0002972,0.0002972
346,1776.32,0.95666,0.84607,1.18003,0.68103,0.81977,0.72428,0.46821,1.46156,0.99214,1.97712,0.00029225,0.00029225,0.00029225
347,1781.3,0.95958,0.82186,1.17242,0.67825,0.82115,0.72357,0.46365,1.46556,0.98243,1.98588,0.0002873,0.0002873,0.0002873
348,1786.37,0.94269,0.81841,1.16827,0.6968,0.80233,0.71558,0.45923,1.46297,0.97895,1.98067,0.00028235,0.00028235,0.00028235
349,1791.64,0.91882,0.81744,1.16007,0.6949,0.80814,0.71984,0.46033,1.45769,0.97249,1.97994,0.0002774,0.0002774,0.0002774
350,1796.74,1.00301,0.85279,1.19936,0.71743,0.79713,0.73235,0.46853,1.47155,0.94476,1.99919,0.00027245,0.00027245,0.00027245
351,1801.72,0.94667,0.83143,1.17196,0.72482,0.77326,0.72296,0.46487,1.46698,0.96964,1.99694,0.0002675,0.0002675,0.0002675
352,1806.99,0.97394,0.83812,1.19047,0.74153,0.79651,0.73707,0.464,1.47744,0.96031,2.01173,0.00026255,0.00026255,0.00026255
353,1812.03,0.96096,0.84913,1.17068,0.72869,0.8314,0.733,0.45483,1.47109,0.96968,2.01061,0.0002576,0.0002576,0.0002576
354,1817.08,0.95086,0.82612,1.17513,0.73617,0.82736,0.72002,0.45498,1.45295,0.96986,2.00327,0.00025265,0.00025265,0.00025265
355,1822.37,0.94112,0.86039,1.17561,0.72657,0.83425,0.72718,0.44636,1.47195,0.98105,2.02592,0.0002477,0.0002477,0.0002477
356,1827.55,0.91988,0.83324,1.1589,0.72894,0.82558,0.71707,0.45119,1.45877,0.96431,2.00714,0.00024275,0.00024275,0.00024275
357,1832.47,0.92287,0.8172,1.15482,0.72611,0.8314,0.72061,0.45688,1.43578,0.95947,1.96231,0.0002378,0.0002378,0.0002378
358,1837.54,0.93986,0.83503,1.16708,0.7199,0.80689,0.71257,0.45402,1.45294,0.94955,2.01456,0.00023285,0.00023285,0.00023285
359,1842.66,0.9405,0.81146,1.16449,0.71207,0.81955,0.71657,0.44694,1.44171,0.96777,1.99754,0.0002279,0.0002279,0.0002279
360,1847.56,0.94114,0.81978,1.16912,0.70117,0.81977,0.71767,0.45687,1.43048,0.97464,2.0041,0.00022295,0.00022295,0.00022295
361,1852.56,0.94817,0.84085,1.18215,0.69678,0.81497,0.70673,0.45105,1.44813,0.96603,2.04415,0.000218,0.000218,0.000218
362,1857.81,0.91967,0.80002,1.15326,0.71969,0.82102,0.72747,0.45583,1.42737,0.97163,1.99345,0.00021305,0.00021305,0.00021305
363,1862.86,0.94915,0.81844,1.18312,0.72315,0.82558,0.73896,0.46926,1.43149,0.97096,1.98248,0.0002081,0.0002081,0.0002081
364,1867.94,0.99693,0.83349,1.19759,0.72205,0.81556,0.73756,0.4662,1.46659,0.93415,2.01753,0.00020315,0.00020315,0.00020315
365,1873.19,0.93998,0.82382,1.17523,0.70864,0.80814,0.73098,0.46257,1.44933,0.94516,2.00697,0.0001982,0.0001982,0.0001982
